generation,individual_index,fitness,tau,lr,layers,activations
60,9,3.1128333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
60,10,3.0126665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
60,11,3.0595,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
61,0,2.9986665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
61,1,3.036833,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
61,2,3.105,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
61,3,3.0035,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
61,4,2.8913333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
61,5,2.9785,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
61,6,3.0599997,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
61,7,3.0275,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
61,8,3.0241666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
61,9,3.0405,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
61,10,3.0306666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
61,11,3.1238332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
62,0,2.9795,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
62,1,3.0946665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
62,2,2.7433336,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
62,3,3.0581665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
62,4,3.0865,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
62,5,3.1668332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
62,6,2.9755,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
62,7,3.1405,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
62,8,3.1401665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
62,9,3.0346665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
62,10,3.0148332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
62,11,3.0525,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
63,0,3.0468333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
63,1,3.1205,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
63,2,3.145833,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
63,3,3.016333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
63,4,3.0526667,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
63,5,3.0161664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
63,6,2.8101666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
63,7,3.0533333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
63,8,3.0471666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
63,9,3.0776665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
63,10,3.0726664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
63,11,3.1635,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
64,0,3.0813334,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
64,1,3.0831666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
64,2,2.9916666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
64,3,3.0193336,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
64,4,3.0176666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
64,5,3.0966666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
64,6,3.039333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
64,7,2.9351666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
64,8,3.0586665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
64,9,3.1625,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
64,10,3.0286665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
64,11,3.106333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
65,0,3.0861666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
65,1,3.1103332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
65,2,3.0518334,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
65,3,3.1133332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
65,4,2.9941666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
65,5,2.9866664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
65,6,3.0266664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
65,7,2.9645,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
65,8,3.004,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
65,9,3.0541666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
65,10,3.0453331,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
65,11,3.14,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
66,0,3.023,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
66,1,2.9741664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
66,2,3.1506665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
66,3,3.0458333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
66,4,3.2233334,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
