generation,individual_index,fitness,tau,lr,layers,activations
34,8,3.0661664,0.005,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
34,9,3.3366666,0.01,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
34,10,3.4019997,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
34,11,3.1283333,0.005,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
35,0,3.2293332,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
35,1,2.9345,0.01,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
35,2,3.2218332,0.005,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
35,3,3.3275,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
35,4,3.3906665,0.005,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
35,5,3.2769997,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
35,6,3.3546665,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
35,7,3.1486666,0.01,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
35,8,3.1925,0.005,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
35,9,3.2105,0.005,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
35,10,3.4213333,0.005,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
35,11,3.4571664,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
36,0,3.2491665,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
36,1,3.2026665,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
36,2,2.8101666,0.005,0.01,"[2, 8, 8]","[<function leaky_relu at 0x1070f0900>, <function softmax at 0x1070f0cc0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
36,3,3.2435,0.01,0.001,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
36,4,3.4641664,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
36,5,3.435333,0.005,0.001,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
36,6,3.2843332,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
36,7,3.2101665,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
36,8,3.3795,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
36,9,2.7891665,0.01,0.005,"[4, 16, 4, 16]","[<function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
36,10,3.2078333,0.005,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
36,11,3.3361666,0.005,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
37,0,3.381333,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
37,1,2.8523333,0.01,0.01,"[32, 32]","[<function relu at 0x1070f04a0>, <function leaky_relu at 0x1070f0900>, <built-in method tanh of type object at 0x1056829d0>]"
37,2,3.1633332,0.005,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
37,3,3.2558331,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
37,4,3.3103333,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
37,5,2.885,0.005,0.001,"[8, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>, <function relu at 0x1070f04a0>, <function leaky_relu at 0x1070f0900>]"
37,6,3.4396667,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
37,7,3.295833,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
37,8,3.2755,0.005,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
37,9,3.2875,0.005,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
37,10,3.2956665,0.01,0.001,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
37,11,3.2243333,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
38,0,3.3178332,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
38,1,3.036,0.005,0.002,"[2, 2, 32, 16]","[<function softmax at 0x1070f0cc0>, <function relu at 0x1070f04a0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function softmax at 0x1070f0cc0>]"
38,2,3.3398333,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
38,3,3.0498333,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
38,4,3.2633333,0.005,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
38,5,2.8611665,0.01,0.001,[2],"[<function relu at 0x1070f04a0>, <function leaky_relu at 0x1070f0900>]"
38,6,3.37,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
38,7,2.8576665,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
38,8,3.3343332,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
38,9,2.893,0.01,0.002,[32],"[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>]"
38,10,2.9266665,0.01,0.005,"[16, 8, 32, 8]","[<function leaky_relu at 0x1070f0900>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function softmax at 0x1070f0cc0>, <function relu at 0x1070f04a0>]"
38,11,3.35,0.005,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
39,0,3.2558331,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
39,1,3.4438334,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
39,2,3.348,0.005,0.001,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
39,3,3.343833,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
39,4,3.0291665,0.001,0.01,[64],"[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>]"
39,5,3.1258333,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
39,6,3.4496665,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
39,7,3.1936667,0.05,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
39,8,3.543333,0.005,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
39,9,2.8463333,0.001,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
39,10,3.3205,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
39,11,3.4069998,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
40,0,3.4688334,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
40,1,3.4345,0.005,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
40,2,3.1415,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
40,3,3.1555,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
40,4,3.4955,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
